"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"gene_44",387.563313229587,-0.0355136362398028,1.07212907661941,-0.0331244035949317,0.973575382170931,0.991916096182403
"gene_45",347.756562516836,1.57978209176784,1.00200415849976,1.57662229080281,0.114882460583557,0.814442135298758
"gene_46",400.197886787086,2.88114018789696,0.871747980545927,3.30501504126532,0.000949713030476673,0.140361522106664
"gene_47",396.973798118398,0.91142032234561,0.909461746714627,1.00215355471306,0.316269435684945,0.980297576089689
"gene_48",285.609198598174,0.761559789791072,1.38091305678818,0.55149003483417,0.581297796032862,0.990283420973561
"gene_49",366.987071346383,-1.08938709169852,1.18856639041122,-0.916555524779411,0.359375599063298,0.980297576089689
"gene_50",685.076407263069,-0.554814120693164,0.33740522169876,-1.64435546640268,0.100102798320949,0.804482951375833
"gene_51",420.074006942645,0.611858749152521,1.14135949938607,0.536078903694794,0.591904019546313,0.990283420973561
"gene_52",337.922763609834,-2.2585830792304,0.94491684557476,-2.39024533196525,0.0168371215655685,0.467697821265791
"gene_53",780.751742825748,0.132911569107942,0.14635051121395,0.908172906301902,0.363786876249616,0.980297576089689
"gene_54",193.456007336898,-1.61348818287725,1.11644131971237,-1.44520643798183,0.14839990859973,0.852372462597692
"gene_55",466.683888222285,-0.157054600959713,1.01678292588706,-0.1544622720948,0.877245256676969,0.990283420973561
"gene_56",314.658814309591,0.965548877090794,1.11014883364256,0.869747233731434,0.384438553345718,0.980297576089689
"gene_57",408.353001028593,0.440101656412942,1.00835393212476,0.436455536485663,0.662506252552197,0.990283420973561
"gene_58",545.101795499164,0.562413388244998,0.694582997826895,0.809713727523696,0.418104726429794,0.987471577477955
"gene_59",585.806004505215,0.314456005037797,0.635076915667036,0.495146331539254,0.620496831105469,0.990283420973561
"gene_60",598.280229551966,0.576944061067865,0.54202583497475,1.0644217006644,0.287137707452918,0.980297576089689
"gene_61",537.664365778286,-0.40995079789296,0.863158739159939,-0.474942532924988,0.634827934347076,0.990283420973561
"gene_62",276.287345436308,1.86754735597992,1.12563842709388,1.6591005699774,0.0970955284527078,0.789394540265917
"gene_63",429.805438867682,0.863292637369252,0.786478955622506,1.09766781577257,0.272349568315264,0.965778611047037
"gene_64",332.745495708364,0.421606878872016,1.29229915207908,0.32624557417199,0.74423856278166,0.990283420973561
"gene_65",340.476110498035,-0.462648737389455,1.20443967615869,-0.384119476091136,0.700889896912298,0.990283420973561
"gene_66",427.370995592574,-0.576035782990717,1.3306549286921,-0.432896441120842,0.665090005604158,0.990283420973561
"gene_67",452.009591996092,-0.9794334278628,0.756028940395195,-1.29549726939134,0.195148742723721,0.91441991379899
"gene_68",471.213324334027,0.31975347392062,0.990310700779088,0.322881973979547,0.746784628443692,0.990283420973561
"gene_69",711.34519434269,-0.275617662635635,0.261605462083958,-1.0535623394101,0.292083339099548,0.980297576089689
"gene_70",517.6050056245,0.428687852564742,0.678951707889956,0.631396677529565,0.527781187882806,0.990283420973561
"gene_71",547.506499464679,-0.712887289857014,0.813131096715417,-0.876718763722935,0.380639412518404,0.980297576089689
"gene_72",697.474834994956,0.191355398156048,0.285802531759913,0.669537099541145,0.503152923079769,0.990283420973561
"gene_73",573.769050048196,-0.641923107598729,0.544955349089814,-1.17793707075427,0.238821694858667,0.952331951091935
"gene_74",334.712695354358,-0.156603816542711,1.57676236295079,-0.0993198596202154,0.920884310680186,0.990283420973561
"gene_75",512.43060830006,0.115828514866356,0.626252071966761,0.184955100431993,0.853264252557514,0.990283420973561
"gene_76",539.048320231601,0.912788470865965,0.685872034150179,1.33084369301767,0.183240447742031,0.897540955689749
"gene_77",383.119115644866,0.737068516250792,0.863499567755192,0.853582959128656,0.393336103808992,0.980297576089689
"gene_78",366.411285877913,0.657647749734239,1.24419452759592,0.528573092991311,0.597101629844576,0.990283420973561
"gene_79",545.324232558132,1.14259446783883,0.577056301527889,1.98003984154328,0.047699052013435,0.673842017538735
"gene_80",261.917959773861,0.626922585080624,1.26949142422143,0.493837589698654,0.621420883682478,0.990283420973561
"gene_81",359.128255391608,0.642663566940734,1.06545573835178,0.60318185336813,0.546387718313217,0.990283420973561
"gene_82",358.607206796939,-0.0998189106904219,1.17831450655295,-0.0847133003415467,0.932489321835745,0.990283420973561
"gene_83",452.283167643023,0.833139966318275,0.749382028473665,1.11176934415575,0.266237335818845,0.953570963197974
"gene_84",340.503132468564,-1.81000801473273,0.965545360211022,-1.87459656409839,0.0608482462326429,0.707537746891196
"gene_85",392.141693298723,0.0901911932239793,1.06994407941547,0.0842952402458754,0.932821696668379,0.990283420973561
"gene_86",357.461674433932,0.368482167069003,0.946482807349404,0.389317338051735,0.69704141213536,0.990283420973561
"gene_87",526.405961033039,0.222281447157205,0.917353866613753,0.24230720035848,0.808542134916592,0.990283420973561
"gene_88",505.950693775311,0.568562188526844,1.12042599834097,0.507451799019945,0.611837848606154,0.990283420973561
"gene_89",642.709632893881,-0.46921966389271,0.378457504362258,-1.23982127051067,0.215041508966456,0.940208607710065
"gene_90",231.24099233997,-0.737480932287673,1.08638660386034,-0.678838389268727,0.49724026674631,0.990283420973561
"gene_91",441.592533580842,0.190631456042293,1.10682857170253,0.172232142281132,0.863255029552121,0.990283420973561
"gene_92",385.085312744306,0.465383744964175,1.12995585750689,0.411860111058663,0.680441959264432,0.990283420973561
"gene_93",223.912896311583,0.271912996838873,1.12399499588632,0.241916554641293,0.808844822324476,0.990283420973561
"gene_94",218.844401920614,-1.94078489357913,1.21498106213796,-1.59737871976704,0.110181313059226,0.814442135298758
"gene_95",457.473492207586,-0.0568084526538786,0.845628719329576,-0.0671789537835435,0.946439239716025,0.990283420973561
"gene_96",502.086965894749,0.499020668947391,0.795938250278998,0.62695902448773,0.530686094981656,0.990283420973561
"gene_97",614.260896007988,-0.806798696898133,1.53138624680086,-0.526842067821605,0.598303266766323,0.990283420973561
"gene_98",260.90802550846,-0.625486815809873,1.27220120827806,-0.491657146479588,0.622961737485919,0.990283420973561
"gene_99",378.514433175763,0.346965737453869,0.880247758910926,0.394168271309373,0.693456809182689,0.990283420973561
"gene_100",210.972453625738,-1.54786659742025,1.03495734283389,-1.49558492254563,0.134761854622697,0.852372462597692
"gene_101",551.488605176338,-0.344056254827392,0.575991154458398,-0.597329059941739,0.550287706342659,0.990283420973561
"gene_102",520.734074493846,0.299122405318707,0.748864363357345,0.399434690653013,0.6895729369417,0.990283420973561
"gene_103",296.974952276059,-0.143526899315317,0.996420556083804,-0.144042491334599,0.88546691625151,0.990283420973561
"gene_104",737.67844476503,-0.0430249506503054,0.241389827664495,-0.178238457960645,0.858535708171249,0.990283420973561
"gene_105",478.484811793753,-0.712408605449571,0.880523848433276,-0.80907360625969,0.418472808975087,0.987471577477955
"gene_106",582.725439306598,-0.21424978049926,0.554998300629844,-0.386036822556244,0.699469398070369,0.990283420973561
"gene_107",548.148034213083,-0.637122995425721,0.774569031278133,-0.822551599273716,0.410763032291264,0.987471577477955
"gene_108",412.558325429898,-2.24180369752791,0.851609991394828,-2.63243000925355,0.0084776488391639,0.35021204510868
"gene_109",666.853348714082,0.292892619542457,0.427920174812384,0.684456206512984,0.493687134200152,0.990283420973561
"gene_110",414.136462111065,0.409022550311699,1.04687516395824,0.390708046568976,0.696013050417406,0.990283420973561
"gene_111",401.270254434387,-0.315479080612945,1.2772720382552,-0.246994431228528,0.804912533821245,0.990283420973561
"gene_112",345.366369308126,-1.35678116186997,0.981056426728409,-1.38297973990601,0.166671078193135,0.86807853225591
"gene_113",307.390659339869,0.659801497693813,1.19219252286991,0.55343535967287,0.579965331849811,0.990283420973561
"gene_114",548.636400575839,-0.22258957058795,0.65654835427308,-0.33902997264291,0.734587150985769,0.990283420973561
"gene_115",368.015375296312,-0.655575958266556,1.04409510877892,-0.627889119252039,0.530076579334579,0.990283420973561
"gene_116",343.116172644469,1.5934330899147,1.04425742699975,1.52590065314909,0.127034608016946,0.830291555666316
"gene_117",412.604991170234,-0.109943042136969,0.999440199258201,-0.110004622806417,0.912405708698281,0.990283420973561
"gene_118",623.413107340886,-1.01163783906465,1.80578845916637,-0.560219461991503,0.575329753721495,0.990283420973561
"gene_119",493.227293447623,0.704002625031256,0.714634265101773,0.985122963465791,0.32456367496419,0.980297576089689
"gene_120",519.88984046963,0.510350085467767,0.63456551866542,0.804251208828845,0.421251909673858,0.987471577477955
"gene_121",444.267716959955,0.451189210545211,0.973726539578645,0.463363369699722,0.643103930158518,0.990283420973561
"gene_122",331.487672512729,0.94154716328942,0.952418028484708,0.988586035889531,0.322865721109374,0.980297576089689
"gene_123",464.733752471309,0.0793963576196795,0.867737525736918,0.0914981261784811,0.927096795085362,0.990283420973561
"gene_124",362.671694315984,1.05598960198789,1.01496215369599,1.04042263856094,0.298143588471309,0.980297576089689
"gene_125",412.490133451805,1.41967794995862,0.913536574080396,1.55404609978284,0.120173420722233,0.814442135298758
"gene_126",425.595020597327,-0.236796772193955,1.4219894845839,-0.16652498120494,0.867743825469874,0.990283420973561
"gene_127",575.246482774134,0.494811022379966,0.769048369852845,0.643406893216153,0.519960111766862,0.990283420973561
"gene_128",350.618988289997,0.49832076007262,1.07769686499749,0.462394181757018,0.643798670929432,0.990283420973561
"gene_129",217.470028430266,1.46867510327188,0.923894675748772,1.58965642061048,0.111912271880199,0.814442135298758
"gene_130",686.014121238022,0.566770912210158,0.289851950333582,1.95538070921337,0.0505381513154051,0.673842017538735
"gene_131",318.79577768829,-2.02051195228474,0.914716524150761,-2.20889412067922,0.027182006243589,0.571808472524335
"gene_132",605.552381270767,-0.723110597628424,0.500245287292983,-1.44551206377465,0.148314106933703,0.852372462597692
"gene_133",508.637026669657,-0.559760313494555,0.844371774854005,-0.662931104715502,0.507374679439327,0.990283420973561
"gene_134",366.93354405873,-1.85621924665176,0.884406662838379,-2.09883001185731,0.0358318882139037,0.585184654952369
"gene_135",548.986569885401,0.00635282294492727,0.575671258228403,0.0110355048200213,0.991195119796994,0.996253317173007
"gene_136",469.247048548217,-0.977127434139892,0.835059816532932,-1.17012867197563,0.241949191651573,0.952331951091935
"gene_137",455.484315663088,-0.481843438791453,0.790878604447622,-0.609250820646476,0.542358199336281,0.990283420973561
"gene_138",465.864969840857,-0.0509494158241398,0.90177975060643,-0.056498735738829,0.954944502652436,0.990283420973561
"gene_139",656.665660022024,-0.0434180583469983,0.454753825658337,-0.0954759606126302,0.92393678367215,0.990283420973561
"gene_140",410.572671651759,0.732333524264717,0.845357075710708,0.866300815722197,0.386325219071943,0.980297576089689
"gene_141",599.769346757746,0.467784024906685,0.584974058944489,0.799666271955276,0.423904179367833,0.987471577477955
"gene_142",290.704659388678,-0.695534351875685,0.942735810903841,-0.737782890849184,0.460646391730216,0.990283420973561
"gene_143",148.534118150568,2.79655060505895,1.12682032256682,2.48180703618178,0.0130718041013168,0.435726803377227
"gene_144",328.047470154543,-1.69038829682699,1.20090443125149,-1.40759601916481,0.159250726892267,0.852372462597692
"gene_145",316.226309549885,-1.50945442778365,1.04047046534785,-1.45074221523338,0.146851655592,0.852372462597692
"gene_146",188.807734788314,-1.5373049890266,0.938443895705678,-1.6381426700747,0.101391935586516,0.804697901480289
"gene_147",309.296818058371,-0.68190411854309,0.979241802533137,-0.696359282027296,0.486203856101372,0.990283420973561
"gene_148",437.734794599789,0.861132009547581,1.05538953429194,0.815937605564108,0.414535822560505,0.987471577477955
"gene_149",277.801813715442,0.256120475621678,1.20248436084418,0.212992770601918,0.831332601535613,0.990283420973561
"gene_150",454.398509396241,0.445685124742678,0.934569604959686,0.476888101621819,0.633441805091791,0.990283420973561
"gene_151",629.461947564114,-0.686781353233008,0.501874060174145,-1.36843365244799,0.171176376535322,0.877827571976009
"gene_152",632.055159883657,0.690736857807454,0.403113186518844,1.71350598518603,0.0866194932057321,0.746955282776615
"gene_153",526.520214206439,0.138036545011917,0.645259943033424,0.213923933295774,0.830606376166375,0.990283420973561
"gene_154",343.824263268744,-1.55339928592019,1.01307279528209,-1.53335406217047,0.125188640874947,0.823609479440443
"gene_155",346.278714620851,0.54264347961986,1.04720769849338,0.518181331554916,0.60433175863849,0.990283420973561
"gene_156",264.098633244726,-0.812635029548525,0.963842093056411,-0.843120502209653,0.399161053470424,0.980297576089689
"gene_157",344.677167701817,0.530333240806728,1.12864975580846,0.469882918130653,0.638438669084218,0.990283420973561
"gene_158",436.465004222595,-0.2353144119415,1.11692358913264,-0.210680850714449,0.833136318140974,0.990283420973561
"gene_159",326.900889492497,-0.85521027621649,0.90432427197423,-0.945689840160411,0.344306806013069,0.980297576089689
"gene_160",327.552503634147,1.2977146955668,0.918683801162378,1.41258036108272,0.157779146822781,0.852372462597692
"gene_161",450.481305386544,0.407041875378006,0.926131856584512,0.439507476698986,0.660293865697364,0.990283420973561
"gene_162",236.035290480143,-0.148328404738644,1.01500318636369,-0.1461359005877,0.883814106053066,0.990283420973561
"gene_163",554.255172475378,0.340425417878846,0.574049733198979,0.593024259382152,0.553164917076954,0.990283420973561
"gene_164",339.015445666306,0.578505461135716,0.996505109007817,0.580534365460215,0.561554319019504,0.990283420973561
"gene_165",251.240881757309,0.478651337699616,1.18747928791757,0.403081841148579,0.686888018744428,0.990283420973561
"gene_166",518.405824791569,1.52122991270558,0.874220248336627,1.74009915190139,0.0818416091647358,0.746955282776615
"gene_167",468.613406001622,-1.04197800543005,1.05389263422403,-0.988694646487633,0.322812562887943,0.980297576089689
"gene_168",438.405433588958,1.53806228485085,0.816418202895228,1.88391473805518,0.0595765093537433,0.706808663806348
"gene_169",333.397225761648,0.753185358008683,1.06535149459621,0.706982964616912,0.479577064319516,0.990283420973561
"gene_170",408.337709449496,-1.00110413718604,0.988196932216829,-1.01306136919517,0.311030848809555,0.980297576089689
"gene_171",393.842349284749,-0.480259337925154,0.982700119361126,-0.488714032351375,0.625044167869351,0.990283420973561
"gene_172",236.018524237656,-0.273821720841798,1.2138443137613,-0.225582241262321,0.821526354270745,0.990283420973561
"gene_173",423.429829361721,-1.88794347997858,0.805364857290501,-2.34420891709903,0.0190674875471081,0.488909937105335
"gene_174",635.683082526437,-0.442262582442732,0.454204290490885,-0.973708508928336,0.330201291229158,0.980297576089689
"gene_175",439.431578917958,0.320750089701374,0.937341675403842,0.342191218120311,0.732206993683736,0.990283420973561
"gene_176",271.650853221674,-4.1180787758315,1.01485444894304,-4.05780235788535,4.95366618319329e-05,0.0495366618319329
"gene_177",517.405954191112,0.202852231034864,0.748927179925316,0.270857082600597,0.786500954624337,0.990283420973561
"gene_178",408.04226560228,-0.0063521210117342,1.09842533755213,-0.00578293380038927,0.995385912122175,0.996382294416592
"gene_179",382.818007372851,-0.343134972244232,1.35334799567238,-0.253545262077071,0.799846889389528,0.990283420973561
"gene_180",619.98841978525,0.393106345742144,0.419494666441388,0.937094979244675,0.34870970383184,0.980297576089689
"gene_181",400.377354079591,0.202994463215588,1.72859300036311,0.117433347915297,0.906516659071786,0.990283420973561
"gene_182",442.386900894183,1.50145519552132,0.779550247802122,1.92605313096179,0.0540977400350516,0.693560769680148
"gene_183",425.611263747156,-1.35053922345812,1.29488582682528,-1.04297938511636,0.296957840535474,0.980297576089689
"gene_184",423.651035073474,-0.511721019927113,0.910449513184252,-0.5620531534334,0.57407980479723,0.990283420973561
"gene_185",533.754986660041,-0.438747718374641,0.66319085761892,-0.661570818316003,0.50824631463299,0.990283420973561
"gene_186",279.357387136339,0.0697892742263925,1.33969604093672,0.0520933645348355,0.958454300123262,0.990283420973561
"gene_187",356.755843398632,0.563423070607908,1.09271469507655,0.515617729995328,0.606121424643804,0.990283420973561
"gene_188",528.292031938576,-0.37304605719717,0.685055767753784,-0.544548451026614,0.586064116706969,0.990283420973561
"gene_189",536.394000385948,-0.954774620989561,0.652195687862858,-1.46393887411032,0.143210650554298,0.852372462597692
"gene_190",655.336300447597,-0.0195189605079569,0.376082742289285,-0.0519007077781378,0.958607810312279,0.990283420973561
"gene_191",353.216274786397,1.58761520500965,0.931625081473392,1.70413531857557,0.0883558096773424,0.754181605292657
"gene_192",378.08880982047,-0.0642406290862675,1.00581748609594,-0.0638690716499829,0.949074479228088,0.990283420973561
"gene_193",542.722592194505,-0.485317433234949,0.675848234213957,-0.718086411514259,0.472704008119548,0.990283420973561
"gene_194",702.539927307687,0.380650784812075,0.261651468811243,1.45480087133269,0.145724396910359,0.852372462597692
"gene_195",607.607588851714,0.891480791743178,1.79077936074901,0.497817213713199,0.618612881987804,0.990283420973561
"gene_196",480.783195259798,1.19479008491185,0.750145626676316,1.59274418515993,0.11121759090251,0.814442135298758
"gene_197",436.398224124414,-0.889811480973803,1.29892686455259,-0.685035859413299,0.493321292929804,0.990283420973561
"gene_198",411.437276182769,0.504488165828075,1.01632545070943,0.496384465700358,0.619623182928983,0.990283420973561
"gene_199",505.799487211049,0.0709663786438396,0.887602058466792,0.0799529225590397,0.936274698398375,0.990283420973561
"gene_200",283.996470589263,-1.5399316201119,0.94670960647191,-1.62661454957739,0.103818987249911,0.811085837889928
"gene_201",503.694855547114,0.118544763380517,0.813348843586345,0.145748978824155,0.884119554664956,0.990283420973561
"gene_202",680.253109618765,-0.577434083742772,0.313572715813257,-1.84146787849569,0.0655530235982271,0.731412590589378
"gene_203",572.451766232771,0.464130978966535,0.528523166346878,0.878165818491139,0.379853738701117,0.980297576089689
"gene_204",347.185728832107,-1.84720547202238,1.22899155725529,-1.50302535531468,0.13283250571766,0.852372462597692
"gene_205",303.927965151817,-0.860325330107068,0.943851794403214,-0.911504682417901,0.362029519590538,0.980297576089689
"gene_206",633.305371153494,-0.892628263181739,0.416300887516105,-2.14419015176182,0.032017653858248,0.584399002964482
"gene_207",172.211496165393,-0.30210324594908,1.15379311066094,-0.261834849903049,0.793448769753804,0.990283420973561
"gene_208",387.465761728153,1.5479207061316,0.881795138567309,1.7554198684363,0.0791875160401189,0.746955282776615
"gene_209",343.542531734456,-0.661099566893095,1.27110699707915,-0.520097496443825,0.602995623255184,0.990283420973561
"gene_210",349.334535983264,0.284514723717522,1.00911038300898,0.28194608687818,0.777984850201548,0.990283420973561
"gene_211",373.591507593007,-0.177365402351285,0.863248710902583,-0.205462690081331,0.837210645230979,0.990283420973561
"gene_212",432.531422722875,-0.81212762554968,1.19305065952533,-0.680715122250378,0.496051765758426,0.990283420973561
"gene_213",351.950277403535,1.25038133916632,1.07135619456255,1.16710142295566,0.243169413292717,0.952331951091935
"gene_214",418.441969082476,-0.724022729564156,1.00002730551285,-0.724002960292019,0.469063917671369,0.990283420973561
"gene_215",324.519029909524,3.38242353560762,0.941606281256791,3.59218454988745,0.00032791748238789,0.140361522106664
"gene_216",441.405401478285,-1.62998922595501,0.89619825359358,-1.81878197086312,0.0689447000474428,0.745019449093403
"gene_217",386.231171443722,0.467655404961105,1.12348960344635,0.416252543438367,0.677225214817813,0.990283420973561
"gene_218",487.809720842386,-0.270913901085799,0.73549546704549,-0.368342040467047,0.712618208891891,0.990283420973561
"gene_219",523.628869289394,0.408505871210257,0.777213144555307,0.525603399880723,0.599163793995237,0.990283420973561
"gene_220",479.462465525071,-2.57998121062797,1.16165945039761,-2.22094453735551,0.0263547181618905,0.571808472524335
"gene_221",383.64805638664,0.823716353006358,0.95709019320689,0.860646529295592,0.389432751046984,0.980297576089689
"gene_222",481.701828116302,-1.0811700445676,0.973188230304318,-1.11095676139601,0.266586961291512,0.953570963197974
"gene_223",542.236137371654,0.940059435564572,0.822570941721393,1.14283083425888,0.253108833996619,0.953218358162262
"gene_224",482.905452163594,-1.34265829412908,0.992004105617011,-1.35348058191147,0.175902149391939,0.888394693898682
"gene_225",584.60309218112,0.712757974994663,0.924581058861387,0.77089830920008,0.440767209411979,0.990283420973561
"gene_226",253.989085983459,0.708081797480916,1.45709786858132,0.485953492039851,0.627000140801149,0.990283420973561
"gene_227",313.727279532258,-1.10316146432268,0.92184813101678,-1.19668460259925,0.231429510720659,0.952331951091935
"gene_228",389.737852255189,0.314111777076084,0.946711521059026,0.331792494428194,0.740045952132196,0.990283420973561
"gene_229",593.913415903759,-0.45178612179466,0.613088410639992,-0.736902074731847,0.461181902257186,0.990283420973561
"gene_230",481.384856600285,-0.972928018358909,0.806952598977209,-1.20568174585728,0.227940226073194,0.952331951091935
"gene_231",324.227257974381,0.432550461528117,1.60149568878869,0.270091555385505,0.787089818598109,0.990283420973561
"gene_232",418.201815766962,0.752038835288653,0.890170977217602,0.844825156667423,0.398208466653505,0.980297576089689
"gene_233",401.448527785278,0.132440257177964,0.852265217885374,0.155397937635626,0.876507609944651,0.990283420973561
"gene_234",398.162991430054,0.844256483893661,1.11195942744567,0.759251158860213,0.447702328136916,0.990283420973561
"gene_235",358.447596821797,1.12329762662362,0.937109452036112,1.1986834880205,0.230651040920396,0.952331951091935
"gene_236",308.937616560296,1.11583067705505,1.16057937959561,0.961442790275884,0.336329577817132,0.980297576089689
"gene_237",456.131943318632,2.49938854689636,0.767207125605191,3.25777546047267,0.00112289217685331,0.140361522106664
"gene_238",519.329734727214,-0.902963819475829,0.683320410285453,-1.32143545821882,0.186356209621729,0.898372808333857
"gene_239",360.263982915443,-1.00237638319761,1.35516622144581,-0.739670431076856,0.45949999407212,0.990283420973561
"gene_240",591.710089828008,0.490191946269033,0.611042754609293,0.802222009133332,0.422424547235871,0.987471577477955
"gene_241",257.86011793164,-0.206273810977889,1.12106451459264,-0.183998162722011,0.854014896251583,0.990283420973561
"gene_242",481.644967440431,0.284734792516392,0.730071897682443,0.390009248979807,0.696529707732601,0.990283420973561
"gene_243",405.756427659752,0.391557228952842,1.20067488521678,0.326114282703721,0.744337891205694,0.990283420973561
"gene_244",645.532978853352,0.788876581466513,0.389121230829727,2.02732855204118,0.042628823414193,0.649817661732443
"gene_245",610.993740544026,0.575881605886178,0.554863078755071,1.03788056537888,0.299325662567834,0.980297576089689
"gene_246",591.912698134387,0.740841745936939,0.591744517278171,1.25196216323992,0.210583651450314,0.937322024386017
"gene_247",503.761300121289,0.439943980933054,0.700658006155062,0.627901168713243,0.530068685338843,0.990283420973561
"gene_248",522.762892398688,0.422289450698512,1.03616365594748,0.40755091946587,0.683603403690262,0.990283420973561
"gene_249",400.199295456257,-0.823276117541852,1.00666749435683,-0.81782328540155,0.413458099886879,0.987471577477955
"gene_250",543.299966365275,-0.521746846983951,0.660372331186174,-0.790079811561424,0.429481159241545,0.990283420973561
"gene_251",560.981902356315,0.433427529022367,0.72056584888657,0.601509951785955,0.547500385418265,0.990283420973561
"gene_252",378.883669891767,0.428523880550386,1.49129845638595,0.287349509895477,0.77384471688386,0.990283420973561
"gene_253",504.78998303057,-0.038079902155078,0.636579574202965,-0.0598195476233373,0.952299356703164,0.990283420973561
"gene_254",312.956793151566,2.08742424507851,1.49030296200124,1.40067107044827,0.161312457496734,0.852372462597692
"gene_255",424.91272938684,0.884151504380266,0.984097673129418,0.898438771396212,0.368951674144399,0.980297576089689
"gene_256",444.54011272958,-2.17222008068182,0.789525282219658,-2.75129895090234,0.00593594443825301,0.327260710566638
"gene_257",271.595020973018,1.95945728849497,0.97671230542782,2.00617651442068,0.0448374186595385,0.649817661732443
